Postnummer,Postort,Kontor,Kontorfrk,Country
51294,SVENLJUNGA,BORÅS,BSZ,Sweden
51295,HÅCKSVIK,BORÅS,BSZ,Sweden
51332,FRISTAD,BORÅS,BSZ,Sweden
51333,FRISTAD,BORÅS,BSZ,Sweden
51334,FRISTAD,BORÅS,BSZ,Sweden
51335,FRISTAD,BORÅS,BSZ,Sweden
51350,SPARSÖR,BORÅS,BSZ,Sweden
51370,BORGSTENA,BORÅS,BSZ,Sweden
51391,FRISTAD,BORÅS,BSZ,Sweden
51392,FRISTAD,BORÅS,BSZ,Sweden
51393,FRISTAD,BORÅS,BSZ,Sweden
51394,SPARSÖR,BORÅS,BSZ,Sweden
51395,FRISTAD,BORÅS,BSZ,Sweden
51396,FRISTAD,BORÅS,BSZ,Sweden
51397,BORGSTENA,BORÅS,BSZ,Sweden
51431,TRANEMO,BORÅS,BSZ,Sweden
51432,TRANEMO,BORÅS,BSZ,Sweden
51433,TRANEMO,BORÅS,BSZ,Sweden
51434,TRANEMO,BORÅS,BSZ,Sweden
51435,TRANEMO,BORÅS,BSZ,Sweden
51440,LIMMARED,BORÅS,BSZ,Sweden
51441,LIMMARED,BORÅS,BSZ,Sweden
51442,LIMMARED,BORÅS,BSZ,Sweden
51443,LÄNGHEM,BORÅS,BSZ,Sweden
51444,LÄNGHEM,BORÅS,BSZ,Sweden
51450,LIMMARED,BORÅS,BSZ,Sweden
51452,LÄNGHEM,BORÅS,BSZ,Sweden
51453,MÅNSTAD,BORÅS,BSZ,Sweden
51454,NITTORP,BORÅS,BSZ,Sweden
51455,LJUNGSARP,BORÅS,BSZ,Sweden
51460,DALSTORP,BORÅS,BSZ,Sweden
51461,DALSTORP,BORÅS,BSZ,Sweden
51462,ÖLSREMMA,BORÅS,BSZ,Sweden
51463,DALSTORP,BORÅS,BSZ,Sweden
51470,GRIMSÅS,BORÅS,BSZ,Sweden
51491,TRANEMO,BORÅS,BSZ,Sweden
51492,UDDEBO,BORÅS,BSZ,Sweden
51493,AMBJÖRNARP,BORÅS,BSZ,Sweden
51494,SJÖTOFTA,BORÅS,BSZ,Sweden
51495,GRIMSÅS,BORÅS,BSZ,Sweden
51532,VISKAFORS,BORÅS,BSZ,Sweden
51533,VISKAFORS,BORÅS,BSZ,Sweden
51534,VISKAFORS,BORÅS,BSZ,Sweden
51535,VISKAFORS,BORÅS,BSZ,Sweden
51560,SVANEHOLM,BORÅS,BSZ,Sweden
51561,SVANEHOLM,BORÅS,BSZ,Sweden
51570,RYDBOHOLM,BORÅS,BSZ,Sweden
51591,VISKAFORS,BORÅS,BSZ,Sweden
51592,KINNARUMMA,BORÅS,BSZ,Sweden
51593,SEGLORA,BORÅS,BSZ,Sweden
51630,DALSJÖFORS,BORÅS,BSZ,Sweden
51631,DALSJÖFORS,BORÅS,BSZ,Sweden
51632,DALSJÖFORS,BORÅS,BSZ,Sweden
51633,DALSJÖFORS,BORÅS,BSZ,Sweden
51634,DALSJÖFORS,BORÅS,BSZ,Sweden
51650,APLARED,BORÅS,BSZ,Sweden
51677,MÅLSRYD,BORÅS,BSZ,Sweden
51690,DALSJÖFORS,BORÅS,BSZ,Sweden
51691,DALSJÖFORS,BORÅS,BSZ,Sweden
51692,ÄSPERED,BORÅS,BSZ,Sweden
51693,RÅNGEDALA,BORÅS,BSZ,Sweden
51694,DANNIKE,BORÅS,BSZ,Sweden
51695,MÅLSRYD,BORÅS,BSZ,Sweden
51696,APLARED,BORÅS,BSZ,Sweden
51733,BOLLEBYGD,BORÅS,BSZ,Sweden
51734,BOLLEBYGD,BORÅS,BSZ,Sweden
51735,BOLLEBYGD,BORÅS,BSZ,Sweden
51736,BOLLEBYGD,BORÅS,BSZ,Sweden
51737,BOLLEBYGD,BORÅS,BSZ,Sweden
51770,TÖLLSJÖ,BORÅS,BSZ,Sweden
51771,OLSFORS,BORÅS,BSZ,Sweden
51791,BOLLEBYGD,BORÅS,BSZ,Sweden
51792,BOLLEBYGD,BORÅS,BSZ,Sweden
51793,TÖLLSJÖ,BORÅS,BSZ,Sweden
51794,TÖLLSJÖ,BORÅS,BSZ,Sweden
51795,OLSFORS,BORÅS,BSZ,Sweden
51796,HULTAFORS,BORÅS,BSZ,Sweden
51830,SANDARED,BORÅS,BSZ,Sweden
51831,SANDARED,BORÅS,BSZ,Sweden
51832,SANDARED,BORÅS,BSZ,Sweden
51833,SANDARED,BORÅS,BSZ,Sweden
51840,SJÖMARKEN,BORÅS,BSZ,Sweden
51841,SJÖMARKEN,BORÅS,BSZ,Sweden
51842,SJÖMARKEN,BORÅS,BSZ,Sweden
51843,SJÖMARKEN,BORÅS,BSZ,Sweden
51890,SANDARED,BORÅS,BSZ,Sweden
51891,SJÖMARKEN,BORÅS,BSZ,Sweden
51930,HORRED,BORÅS,BSZ,Sweden
51931,HORRED,BORÅS,BSZ,Sweden
51990,HORRED,BORÅS,BSZ,Sweden
51991,ISTORP,BORÅS,BSZ,Sweden
51992,KUNGSÄTER,BORÅS,BSZ,Sweden
51993,KUNGSÄTER,BORÅS,BSZ,Sweden
51994,BJÖRKETORP,BORÅS,BSZ,Sweden
51995,TOSTARED,BORÅS,BSZ,Sweden
51996,FOTSKÄL,BORÅS,BSZ,Sweden
51997,ÖXNEVALLA,BORÅS,BSZ,Sweden
52130,FALKÖPING,SKARA,SKA,Sweden
52131,FALKÖPING,SKARA,SKA,Sweden
52132,FALKÖPING,SKARA,SKA,Sweden
52133,FALKÖPING,SKARA,SKA,Sweden
52134,FALKÖPING,SKARA,SKA,Sweden
52135,FALKÖPING,SKARA,SKA,Sweden
52136,FALKÖPING,SKARA,SKA,Sweden
52137,FALKÖPING,SKARA,SKA,Sweden
52140,FALKÖPING,SKARA,SKA,Sweden
52141,FALKÖPING,SKARA,SKA,Sweden
52142,FALKÖPING,SKARA,SKA,Sweden
52143,FALKÖPING,SKARA,SKA,Sweden
52144,FALKÖPING,SKARA,SKA,Sweden
52145,FALKÖPING,SKARA,SKA,Sweden
52146,FALKÖPING,SKARA,SKA,Sweden
52147,FALKÖPING,SKARA,SKA,Sweden
52151,FLOBY,SKARA,SKA,Sweden
52152,FLOBY,SKARA,SKA,Sweden
52153,FLOBY,SKARA,SKA,Sweden
52154,FLOBY,SKARA,SKA,Sweden
52155,FLOBY,SKARA,SKA,Sweden
52156,FLOBY,SKARA,SKA,Sweden
52160,STENSTORP,SKARA,SKA,Sweden
52161,STENSTORP,SKARA,SKA,Sweden
52162,STENSTORP,SKARA,SKA,Sweden
52163,STENSTORP,SKARA,SKA,Sweden
52164,STENSTORP,SKARA,SKA,Sweden
52170,ÅSARP,BORÅS,BSZ,Sweden
52171,ÅSARP,BORÅS,BSZ,Sweden
52172,SLUTARP,SKARA,SKA,Sweden
52173,KINNARP,SKARA,SKA,Sweden
52174,GUDHEM,SKARA,SKA,Sweden
52175,VARTOFTA,SKARA,SKA,Sweden
52191,FALKÖPING,SKARA,SKA,Sweden
52192,FALKÖPING,SKARA,SKA,Sweden
52193,FALKÖPING,SKARA,SKA,Sweden
52194,FALKÖPING,SKARA,SKA,Sweden
52195,KÄTTILSTORP,SKARA,SKA,Sweden
52196,FALKÖPING,SKARA,SKA,Sweden
52197,VARTOFTA,SKARA,SKA,Sweden
52198,BRODDETORP,SKARA,SKA,Sweden
52230,TIDAHOLM,SKARA,SKA,Sweden
52231,TIDAHOLM,SKARA,SKA,Sweden
52232,TIDAHOLM,SKARA,SKA,Sweden
52233,TIDAHOLM,SKARA,SKA,Sweden
52234,TIDAHOLM,SKARA,SKA,Sweden
52235,TIDAHOLM,SKARA,SKA,Sweden
52236,TIDAHOLM,SKARA,SKA,Sweden
52237,TIDAHOLM,SKARA,SKA,Sweden
52291,TIDAHOLM,SKARA,SKA,Sweden
52292,TIDAHOLM,SKARA,SKA,Sweden
52293,TIDAHOLM,SKARA,SKA,Sweden
52294,TIDAHOLM,SKARA,SKA,Sweden
52330,ULRICEHAMN,BORÅS,BSZ,Sweden
52331,ULRICEHAMN,BORÅS,BSZ,Sweden
52332,ULRICEHAMN,BORÅS,BSZ,Sweden
52333,ULRICEHAMN,BORÅS,BSZ,Sweden
52334,ULRICEHAMN,BORÅS,BSZ,Sweden
52335,ULRICEHAMN,BORÅS,BSZ,Sweden
52336,ULRICEHAMN,BORÅS,BSZ,Sweden
52337,ULRICEHAMN,BORÅS,BSZ,Sweden
52338,ULRICEHAMN,BORÅS,BSZ,Sweden
52339,ULRICEHAMN,BORÅS,BSZ,Sweden
52340,ULRICEHAMN,BORÅS,BSZ,Sweden
52341,ULRICEHAMN,BORÅS,BSZ,Sweden
52343,ULRICEHAMN,BORÅS,BSZ,Sweden
52344,ULRICEHAMN,BORÅS,BSZ,Sweden
52345,ULRICEHAMN,BORÅS,BSZ,Sweden
52360,GÄLLSTAD,BORÅS,BSZ,Sweden
52361,GÄLLSTAD,BORÅS,BSZ,Sweden
52362,VEGBY,BORÅS,BSZ,Sweden
52372,TIMMELE,BORÅS,BSZ,Sweden
52374,HÖKERUM,BORÅS,BSZ,Sweden
52375,DALUM,BORÅS,BSZ,Sweden
52376,BLIDSBERG,BORÅS,BSZ,Sweden
52377,BLIDSBERG,BORÅS,BSZ,Sweden
52378,TRÄDET,BORÅS,BSZ,Sweden
52390,ULRICEHAMN,BORÅS,BSZ,Sweden
52391,ULRICEHAMN,BORÅS,BSZ,Sweden
52392,TIMMELE,BORÅS,BSZ,Sweden
52393,MARBÄCK,BORÅS,BSZ,Sweden
52394,TVÄRRED,BORÅS,BSZ,Sweden
52395,ÄLMESTAD,BORÅS,BSZ,Sweden
52396,GRÖNAHÖG,BORÅS,BSZ,Sweden
52397,ULRICEHAMN,BORÅS,BSZ,Sweden
52398,HÖKERUM,BORÅS,BSZ,Sweden
52399,HÖKERUM,BORÅS,BSZ,Sweden
52430,HERRLJUNGA,BORÅS,BSZ,Sweden
52431,HERRLJUNGA,BORÅS,BSZ,Sweden
52432,HERRLJUNGA,BORÅS,BSZ,Sweden
52433,HERRLJUNGA,BORÅS,BSZ,Sweden
52441,LJUNG,BORÅS,BSZ,Sweden
52442,LJUNG,BORÅS,BSZ,Sweden
52491,HERRLJUNGA,BORÅS,BSZ,Sweden
52492,HERRLJUNGA,BORÅS,BSZ,Sweden
52493,HERRLJUNGA,BORÅS,BSZ,Sweden
52495,LJUNG,BORÅS,BSZ,Sweden
52496,LJUNG,BORÅS,BSZ,Sweden
53030,TUN,SKARA,SKA,Sweden
53032,SÅTENÄS,SKARA,SKA,Sweden
53130,LIDKÖPING,SKARA,SKA,Sweden
53131,LIDKÖPING,SKARA,SKA,Sweden
53132,LIDKÖPING,SKARA,SKA,Sweden
53133,LIDKÖPING,SKARA,SKA,Sweden
53134,LIDKÖPING,SKARA,SKA,Sweden
53135,LIDKÖPING,SKARA,SKA,Sweden
53136,LIDKÖPING,SKARA,SKA,Sweden
53137,LIDKÖPING,SKARA,SKA,Sweden
53138,LIDKÖPING,SKARA,SKA,Sweden
53139,LIDKÖPING,SKARA,SKA,Sweden
53140,LIDKÖPING,SKARA,SKA,Sweden
53141,LIDKÖPING,SKARA,SKA,Sweden
53142,LIDKÖPING,SKARA,SKA,Sweden
53143,LIDKÖPING,SKARA,SKA,Sweden
53150,LIDKÖPING,SKARA,SKA,Sweden
53151,LIDKÖPING,SKARA,SKA,Sweden
53152,LIDKÖPING,SKARA,SKA,Sweden
53153,LIDKÖPING,SKARA,SKA,Sweden
53154,LIDKÖPING,SKARA,SKA,Sweden
53155,LIDKÖPING,SKARA,SKA,Sweden
53156,LIDKÖPING,SKARA,SKA,Sweden
53157,LIDKÖPING,SKARA,SKA,Sweden
53158,LIDKÖPING,SKARA,SKA,Sweden
53159,LIDKÖPING,SKARA,SKA,Sweden
53170,LIDKÖPING,SKARA,SKA,Sweden
53171,VINNINGA,SKARA,SKA,Sweden
53173,KÄLLBY,SKARA,SKA,Sweden
53175,JÄRPÅS,SKARA,SKA,Sweden
53191,VINNINGA,SKARA,SKA,Sweden
53192,LIDKÖPING,SKARA,SKA,Sweden
53193,LIDKÖPING,SKARA,SKA,Sweden
53194,JÄRPÅS,SKARA,SKA,Sweden
53195,KÄLLBY,SKARA,SKA,Sweden
53196,LIDKÖPING,SKARA,SKA,Sweden
53197,LIDKÖPING,SKARA,SKA,Sweden
53198,LIDKÖPING,SKARA,SKA,Sweden
53199,LIDKÖPING,SKARA,SKA,Sweden
53230,SKARA,SKARA,SKA,Sweden
53231,SKARA,SKARA,SKA,Sweden
53232,SKARA,SKARA,SKA,Sweden
53233,SKARA,SKARA,SKA,Sweden
53234,SKARA,SKARA,SKA,Sweden
53235,SKARA,SKARA,SKA,Sweden
53236,SKARA,SKARA,SKA,Sweden
53237,SKARA,SKARA,SKA,Sweden
53238,SKARA,SKARA,SKA,Sweden
53240,SKARA,SKARA,SKA,Sweden
53272,AXVALL,SKARA,SKA,Sweden
53273,VARNHEM,SKARA,SKA,Sweden
53274,SKARA,SKARA,SKA,Sweden
53292,AXVALL,SKARA,SKA,Sweden
53293,AXVALL,SKARA,SKA,Sweden
53294,SKARA,SKARA,SKA,Sweden
53295,SKARA,SKARA,SKA,Sweden
53296,SKARA,SKARA,SKA,Sweden
53330,GÖTENE,SKARA,SKA,Sweden
53331,GÖTENE,SKARA,SKA,Sweden
53332,GÖTENE,SKARA,SKA,Sweden
53333,GÖTENE,SKARA,SKA,Sweden
53334,GÖTENE,SKARA,SKA,Sweden
53372,LUNDSBRUNN,SKARA,SKA,Sweden
53374,HÄLLEKIS,SKARA,SKA,Sweden
53391,GÖTENE,SKARA,SKA,Sweden
53392,LUNDSBRUNN,SKARA,SKA,Sweden
53394,HÄLLEKIS,SKARA,SKA,Sweden
53395,GÖTENE,SKARA,SKA,Sweden
53396,GÖTENE,SKARA,SKA,Sweden
53397,GÖTENE,SKARA,SKA,Sweden
53430,VARA,SKARA,SKA,Sweden
53431,VARA,SKARA,SKA,Sweden
53432,VARA,SKARA,SKA,Sweden
53434,VARA,SKARA,SKA,Sweden
53450,VARA,SKARA,SKA,Sweden
53460,VEDUM,SKARA,SKA,Sweden
53461,VEDUM,SKARA,SKA,Sweden
53462,LARV,SKARA,SKA,Sweden
53473,STORA LEVENE,SKARA,SKA,Sweden
53490,VARA,SKARA,SKA,Sweden
53491,VARA,SKARA,SKA,Sweden
53492,TRÅVAD,SKARA,SKA,Sweden
53493,STORA LEVENE,SKARA,SKA,Sweden
53494,VARA,SKARA,SKA,Sweden
53495,VARA,SKARA,SKA,Sweden
53496,VARA,SKARA,SKA,Sweden
53530,KVÄNUM,SKARA,SKA,Sweden
53591,KVÄNUM,SKARA,SKA,Sweden
53592,KVÄNUM,SKARA,SKA,Sweden
53593,KVÄNUM,SKARA,SKA,Sweden
54130,SKÖVDE,SKARA,SKA,Sweden
54131,SKÖVDE,SKARA,SKA,Sweden
54132,SKÖVDE,SKARA,SKA,Sweden
54133,SKÖVDE,SKARA,SKA,Sweden
54134,SKÖVDE,SKARA,SKA,Sweden
54135,SKÖVDE,SKARA,SKA,Sweden
54136,SKÖVDE,SKARA,SKA,Sweden
54137,SKÖVDE,SKARA,SKA,Sweden
54138,SKÖVDE,SKARA,SKA,Sweden
54139,SKÖVDE,SKARA,SKA,Sweden
54140,SKÖVDE,SKARA,SKA,Sweden
54141,SKÖVDE,SKARA,SKA,Sweden
54142,SKÖVDE,SKARA,SKA,Sweden
54143,SKÖVDE,SKARA,SKA,Sweden
54144,SKÖVDE,SKARA,SKA,Sweden
54145,SKÖVDE,SKARA,SKA,Sweden
54146,SKÖVDE,SKARA,SKA,Sweden
54147,SKÖVDE,SKARA,SKA,Sweden
54148,SKÖVDE,SKARA,SKA,Sweden
54149,SKÖVDE,SKARA,SKA,Sweden
54150,SKÖVDE,SKARA,SKA,Sweden
54152,SKÖVDE,SKARA,SKA,Sweden
54153,SKÖVDE,SKARA,SKA,Sweden
54154,SKÖVDE,SKARA,SKA,Sweden
54155,SKÖVDE,SKARA,SKA,Sweden
54156,SKÖVDE,SKARA,SKA,Sweden
54157,SKÖVDE,SKARA,SKA,Sweden
54161,SKÖVDE,SKARA,SKA,Sweden
54162,SKÖVDE,SKARA,SKA,Sweden
54163,SKÖVDE,SKARA,SKA,Sweden
54164,SKÖVDE,SKARA,SKA,Sweden
54165,SKÖVDE,SKARA,SKA,Sweden
54166,SKÖVDE,SKARA,SKA,Sweden
54167,SKÖVDE,SKARA,SKA,Sweden
54170,SKÖVDE,SKARA,SKA,Sweden
54171,TIMMERSDALA,SKARA,SKA,Sweden
54176,VÄRING,SKARA,SKA,Sweden
54177,SKÖVDE,SKARA,SKA,Sweden
54178,VÄRSÅS,SKARA,SKA,Sweden
54191,SKÖVDE,SKARA,SKA,Sweden
54192,SKÖVDE,SKARA,SKA,Sweden
54193,SKÖVDE,SKARA,SKA,Sweden
54194,SKÖVDE,SKARA,SKA,Sweden
54195,TIMMERSDALA,SKARA,SKA,Sweden
54196,VÄRING,SKARA,SKA,Sweden
54197,LERDALA,SKARA,SKA,Sweden
54198,VÄRSÅS,SKARA,SKA,Sweden
54230,MARIESTAD,SKARA,SKA,Sweden
54231,MARIESTAD,SKARA,SKA,Sweden
54232,MARIESTAD,SKARA,SKA,Sweden
54233,MARIESTAD,SKARA,SKA,Sweden
54234,MARIESTAD,SKARA,SKA,Sweden
54235,MARIESTAD,SKARA,SKA,Sweden
54236,MARIESTAD,SKARA,SKA,Sweden
54240,MARIESTAD,SKARA,SKA,Sweden
54241,MARIESTAD,SKARA,SKA,Sweden
54242,MARIESTAD,SKARA,SKA,Sweden
54243,MARIESTAD,SKARA,SKA,Sweden
54244,MARIESTAD,SKARA,SKA,Sweden
54245,MARIESTAD,SKARA,SKA,Sweden
54266,SJÖTORP,SKARA,SKA,Sweden
54272,MARIESTAD,SKARA,SKA,Sweden
54273,MARIESTAD,SKARA,SKA,Sweden
54274,MARIESTAD,SKARA,SKA,Sweden
54275,MARIESTAD,SKARA,SKA,Sweden
54291,TORSÖ,SKARA,SKA,Sweden
54292,MARIESTAD,SKARA,SKA,Sweden
54293,MARIESTAD,SKARA,SKA,Sweden
54294,MARIESTAD,SKARA,SKA,Sweden
54295,MARIESTAD,SKARA,SKA,Sweden
54330,TIBRO,SKARA,SKA,Sweden
54331,TIBRO,SKARA,SKA,Sweden
54332,TIBRO,SKARA,SKA,Sweden
54333,TIBRO,SKARA,SKA,Sweden
54334,TIBRO,SKARA,SKA,Sweden
54335,TIBRO,SKARA,SKA,Sweden
54336,TIBRO,SKARA,SKA,Sweden
54337,TIBRO,SKARA,SKA,Sweden
54350,TIBRO,SKARA,SKA,Sweden
54351,TIBRO,SKARA,SKA,Sweden
54391,TIBRO,SKARA,SKA,Sweden
54392,TIBRO,SKARA,SKA,Sweden
54393,TIBRO,SKARA,SKA,Sweden
54394,TIBRO,SKARA,SKA,Sweden
54395,FAGERSANNA,SKARA,SKA,Sweden
54430,HJO,SKARA,SKA,Sweden
54431,HJO,SKARA,SKA,Sweden
54432,HJO,SKARA,SKA,Sweden
54433,HJO,SKARA,SKA,Sweden
54434,HJO,SKARA,SKA,Sweden
54435,HJO,SKARA,SKA,Sweden
54436,HJO,SKARA,SKA,Sweden
54450,HJO,SKARA,SKA,Sweden
54491,HJO,SKARA,SKA,Sweden
54492,HJO,SKARA,SKA,Sweden
54493,HJO,SKARA,SKA,Sweden
54494,HJO,SKARA,SKA,Sweden
54530,TÖREBODA,SKARA,SKA,Sweden
54531,TÖREBODA,SKARA,SKA,Sweden
54532,TÖREBODA,SKARA,SKA,Sweden
54533,TÖREBODA,SKARA,SKA,Sweden
54534,TÖREBODA,SKARA,SKA,Sweden
54535,TÖREBODA,SKARA,SKA,Sweden
54572,ÄLGARÅS,SKARA,SKA,Sweden
54590,TÖREBODA,SKARA,SKA,Sweden
54591,TÖREBODA,SKARA,SKA,Sweden
54592,ÄLGARÅS,SKARA,SKA,Sweden
54593,TÖREBODA,SKARA,SKA,Sweden
54630,KARLSBORG,SKARA,SKA,Sweden
54631,KARLSBORG,SKARA,SKA,Sweden
54632,KARLSBORG,SKARA,SKA,Sweden
54633,KARLSBORG,SKARA,SKA,Sweden
54634,KARLSBORG,SKARA,SKA,Sweden
54672,MÖLLTORP,SKARA,SKA,Sweden
54673,FORSVIK,SKARA,SKA,Sweden
54691,KARLSBORG,SKARA,SKA,Sweden
54692,MÖLLTORP,SKARA,SKA,Sweden
54693,UNDENÄS,SKARA,SKA,Sweden
54694,UNDENÄS,SKARA,SKA,Sweden
54695,KARLSBORG,SKARA,SKA,Sweden
54730,GULLSPÅNG,KARLSTAD,KSD,Sweden
54731,GULLSPÅNG,KARLSTAD,KSD,Sweden
54772,OTTERBÄCKEN,KARLSTAD,KSD,Sweden
54791,GULLSPÅNG,KARLSTAD,KSD,Sweden
54792,GULLSPÅNG,KARLSTAD,KSD,Sweden
54793,SKAGERSVIK,KARLSTAD,KSD,Sweden
54831,HOVA,SKARA,SKA,Sweden
54832,HOVA,SKARA,SKA,Sweden
54873,LYRESTAD,SKARA,SKA,Sweden
54874,GÅRDSJÖ,SKARA,SKA,Sweden
54891,HOVA,SKARA,SKA,Sweden
54892,HOVA,SKARA,SKA,Sweden
54893,LYRESTAD,SKARA,SKA,Sweden
54931,TIDAN,SKARA,SKA,Sweden
54941,MOHOLM,SKARA,SKA,Sweden
54991,TIDAN,SKARA,SKA,Sweden
54992,MOHOLM,SKARA,SKA,Sweden
54993,MOHOLM,SKARA,SKA,Sweden
55302,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55303,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55305,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55307,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55308,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55310,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55311,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55312,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55313,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55314,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55315,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55316,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55317,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55318,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55320,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55321,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55322,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55323,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55324,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55329,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55330,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55331,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55332,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55333,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55334,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55335,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55336,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55337,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55338,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55339,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55438,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55439,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55445,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55446,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55447,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55448,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55449,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55450,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55451,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55452,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55453,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55454,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55456,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55457,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55458,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55459,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55462,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55463,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55464,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55465,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55466,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55472,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55473,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55474,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55475,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55592,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55593,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55594,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55610,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55611,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55612,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55614,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55625,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55626,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55627,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55628,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55629,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55631,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55632,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55633,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55650,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
55652,JÖNKÖPING,JÖNKÖPING,JKG,Sweden
56013,HOK,VÄRNAMO,VMO,Sweden
56130,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56131,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56132,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56133,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56134,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56135,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56136,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56138,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56139,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56140,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56141,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56142,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56143,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56144,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56146,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56148,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56149,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56150,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56151,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56160,TENHULT,JÖNKÖPING,JKG,Sweden
56161,TENHULT,JÖNKÖPING,JKG,Sweden
56162,TENHULT,JÖNKÖPING,JKG,Sweden
56163,TENHULT,JÖNKÖPING,JKG,Sweden
56191,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56192,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56193,HUSKVARNA,JÖNKÖPING,JKG,Sweden
56195,LEKERYD,JÖNKÖPING,JKG,Sweden
